query_id,query,category,rank,image_id,image_path,final_score,global_score,region_score,coverage_score,all_clauses_matched,style_score,context_score,relevance
1,A person in a bright yellow raincoat,garment,1,img_0238,data\raw\img_0238.jpg,0.972731692450387,0.3666737079620361,0.3167223334312439,1.0,1.0,0.0,0.0,2.0
1,A person in a bright yellow raincoat,garment,2,img_0554,data\raw\img_0554.jpg,0.9591688343456812,0.3317537307739258,0.3382434546947479,1.0,1.0,0.0,0.0,1.0
1,A person in a bright yellow raincoat,garment,3,img_0821,data\raw\img_0821.jpg,0.7760655113628931,0.257206916809082,0.2625263929367065,1.0,1.0,0.0,0.0,1.0
1,A person in a bright yellow raincoat,garment,4,img_0884,data\raw\img_0884.jpg,0.7586000391415186,0.2457374036312103,0.2593265175819397,1.0,1.0,0.0,0.0,1.0
1,A person in a bright yellow raincoat,garment,5,img_0133,data\raw\img_0133.jpg,0.7224602827004023,0.259198784828186,0.2183811068534851,1.0,1.0,0.0,0.0,0.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,1,img_0104,data\raw\img_0104.jpg,0.9137526259702796,0.3180685043334961,0.288442999124527,1.0,1.0,0.0,0.1075405925512313,2.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,2,img_0639,data\raw\img_0639.jpg,0.8723540113252752,0.2687958180904388,0.3121422529220581,1.0,1.0,0.0,0.0906464010477066,0.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,3,img_0284,data\raw\img_0284.jpg,0.8693756864351385,0.2512423694133758,0.3023753464221954,1.0,1.0,0.0,0.1338945850729942,1.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,4,img_0803,data\raw\img_0803.jpg,0.848159860162174,0.3048171103000641,0.2329770773649215,1.0,1.0,0.0,0.1235759407281875,2.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,5,img_0253,data\raw\img_0253.jpg,0.8376344845575445,0.269479364156723,0.2487378120422363,1.0,1.0,0.0,0.1433422565460205,1.0
3,Casual weekend outfit for a city walk,style_context,1,img_0376,data\raw\img_0376.jpg,0.8806567639112473,0.3408302068710327,0.0,0.0,0.0,0.2502225637435913,0.156906746327877,2.0
3,Casual weekend outfit for a city walk,style_context,2,img_0689,data\raw\img_0689.jpg,0.7822250127792358,0.3189388513565063,0.0,0.0,0.0,0.2752482295036316,0.1085037887096405,1.0
3,Casual weekend outfit for a city walk,style_context,3,img_0994,data\raw\img_0994.jpg,0.773388996720314,0.3243067264556885,0.0,0.0,0.0,0.236825481057167,0.1531713977456092,2.0
3,Casual weekend outfit for a city walk,style_context,4,img_0241,data\raw\img_0241.jpg,0.7721930593252182,0.3229836821556091,0.0,0.0,0.0,0.2693014740943908,0.1019205302000045,1.0
3,Casual weekend outfit for a city walk,style_context,5,img_0031,data\raw\img_0031.jpg,0.7397930175065994,0.3016260266304016,0.0,0.0,0.0,0.2359538376331329,0.1903717443346977,2.0
4,Professional business attire inside a modern office,style_context,1,img_0095,data\raw\img_0095.jpg,0.9048879444599152,0.2868594527244568,0.0,0.0,0.0,0.2383938282728195,0.0275757312774658,1.0
4,Professional business attire inside a modern office,style_context,2,img_0187,data\raw\img_0187.jpg,0.9039246290922164,0.295706033706665,0.0,0.0,0.0,0.2205339223146438,0.0300064608454704,1.0
4,Professional business attire inside a modern office,style_context,3,img_0088,data\raw\img_0088.jpg,0.8648286163806915,0.2644600570201874,0.0,0.0,0.0,0.2342797219753265,0.0578499436378479,0.0
4,Professional business attire inside a modern office,style_context,4,img_0966,data\raw\img_0966.jpg,0.7784444838762283,0.2596680521965027,0.0,0.0,0.0,0.2270473539829254,0.0322310701012611,1.0
4,Professional business attire inside a modern office,style_context,5,img_0394,data\raw\img_0394.jpg,0.7594895213842392,0.2693313956260681,0.0,0.0,0.0,0.2143939137458801,0.0177178159356117,1.0
5,A red tie and a white shirt in a formal setting,compositional,1,img_0679,data\raw\img_0679.jpg,0.9713949623860813,0.2650706171989441,0.1977897763252258,1.0,1.0,0.2477963864803314,0.0,1.0
5,A red tie and a white shirt in a formal setting,compositional,2,img_0920,data\raw\img_0920.jpg,0.6055920974988687,0.2362644970417022,0.1235109865665435,0.5,0.0,0.2313362210988998,0.0,1.0
5,A red tie and a white shirt in a formal setting,compositional,3,img_0947,data\raw\img_0947.jpg,0.5756595091600167,0.2713391780853271,0.0787296116352081,0.5,0.0,0.2295412719249725,0.0,1.0
5,A red tie and a white shirt in a formal setting,compositional,4,img_0543,data\raw\img_0543.jpg,0.5707713843960511,0.2532727718353271,0.0797673225402832,0.5,0.0,0.239702045917511,0.0,0.0
5,A red tie and a white shirt in a formal setting,compositional,5,img_0731,data\raw\img_0731.jpg,0.5696248518008935,0.2444912791252136,0.070636685192585,0.5,0.0,0.2549633085727691,0.0,1.0
6,A person wearing a black dress,garment,1,img_0834,data\raw\img_0834.jpg,0.9940524228981562,0.3496946096420288,0.3638589978218078,1.0,1.0,0.0,0.0,2.0
6,A person wearing a black dress,garment,2,img_0729,data\raw\img_0729.jpg,0.9610904582909174,0.3430260419845581,0.34477499127388,1.0,1.0,0.0,0.0,2.0
6,A person wearing a black dress,garment,3,img_0249,data\raw\img_0249.jpg,0.9499744006565638,0.3432416021823883,0.3350496590137481,1.0,1.0,0.0,0.0,2.0
6,A person wearing a black dress,garment,4,img_0469,data\raw\img_0469.jpg,0.9425639637878962,0.3517330288887024,0.3174242973327636,1.0,1.0,0.0,0.0,2.0
6,A person wearing a black dress,garment,5,img_0487,data\raw\img_0487.jpg,0.937019897358758,0.3422690331935882,0.3253493905067444,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,1,img_0446,data\raw\img_0446.jpg,0.9889849254063195,0.2959338426589966,0.3328765630722046,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,2,img_0009,data\raw\img_0009.jpg,0.9728186854294368,0.2952546775341034,0.3213218450546264,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,3,img_0477,data\raw\img_0477.jpg,0.9373730846813746,0.2954355776309967,0.2935239970684051,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,4,img_0890,data\raw\img_0890.jpg,0.9247367211750576,0.3017341196537018,0.2744186520576477,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,5,img_0968,data\raw\img_0968.jpg,0.9052545257977076,0.2630153894424438,0.3163976967334747,1.0,1.0,0.0,0.0,2.0
8,A person in a blue jacket,garment,1,img_0579,data\raw\img_0579.jpg,0.9467404910496302,0.3156894445419311,0.310435950756073,1.0,1.0,0.0,0.0,2.0
8,A person in a blue jacket,garment,2,img_0393,data\raw\img_0393.jpg,0.9453742035797664,0.3289744853973388,0.2872766256332397,1.0,1.0,0.0,0.0,0.0
8,A person in a blue jacket,garment,3,img_0725,data\raw\img_0725.jpg,0.9028047152927944,0.2937512099742889,0.3131939768791199,1.0,1.0,0.0,0.0,2.0
8,A person in a blue jacket,garment,4,img_0583,data\raw\img_0583.jpg,0.8983921238354273,0.3026922941207886,0.2949238419532776,1.0,1.0,0.0,0.0,1.0
8,A person in a blue jacket,garment,5,img_0572,data\raw\img_0572.jpg,0.8847518989018031,0.2952992618083954,0.2967488765716553,1.0,1.0,0.0,0.0,1.0
9,Casual outfit in an urban street,style_context,1,img_0342,data\raw\img_0342.jpg,0.9166934043169022,0.3326569497585296,0.0,0.0,0.0,0.2600334286689758,0.1603106632828712,2.0
9,Casual outfit in an urban street,style_context,2,img_0223,data\raw\img_0223.jpg,0.8085875809192657,0.3115648031234741,0.0,0.0,0.0,0.264570027589798,0.156322032213211,2.0
9,Casual outfit in an urban street,style_context,3,img_0821,data\raw\img_0821.jpg,0.7847700119018555,0.3213249742984772,0.0,0.0,0.0,0.2307280898094177,0.1821828261017799,2.0
9,Casual outfit in an urban street,style_context,4,img_0994,data\raw\img_0994.jpg,0.7844533622264862,0.3212878406047821,0.0,0.0,0.0,0.2337668240070343,0.1759875789284706,2.0
9,Casual outfit in an urban street,style_context,5,img_0103,data\raw\img_0103.jpg,0.7751234322786331,0.3154079020023346,0.0,0.0,0.0,0.2517867088317871,0.1523371711373329,1.0
10,Someone sitting in a green park,context,1,img_0064,data\raw\img_0064.jpg,1.0,0.3562586903572082,0.0,0.0,0.0,0.0,0.1838309094309806,2.0
10,Someone sitting in a green park,context,2,img_0424,data\raw\img_0424.jpg,0.725742369890213,0.2900550365447998,0.0,0.0,0.0,0.0,0.1580474004149437,2.0
10,Someone sitting in a green park,context,3,img_0835,data\raw\img_0835.jpg,0.7211903035640717,0.2842338681221008,0.0,0.0,0.0,0.0,0.1653176248073578,2.0
10,Someone sitting in a green park,context,4,img_0253,data\raw\img_0253.jpg,0.6834972202777863,0.2864417731761932,0.0,0.0,0.0,0.0,0.1433422565460205,2.0
10,Someone sitting in a green park,context,5,img_0105,data\raw\img_0105.jpg,0.6682323813438416,0.2826274037361145,0.0,0.0,0.0,0.0,0.142118364572525,2.0
11,A formal blazer outfit,style,1,img_0095,data\raw\img_0095.jpg,0.970569695619976,0.3296689987182617,0.2933259010314941,1.0,1.0,0.2518946528434753,0.0,2.0
11,A formal blazer outfit,style,2,img_0152,data\raw\img_0152.jpg,0.9206891612094992,0.3114218711853027,0.2904765605926513,1.0,1.0,0.2487381100654602,0.0,2.0
11,A formal blazer outfit,style,3,img_0187,data\raw\img_0187.jpg,0.911130379228031,0.3063262701034546,0.3055795431137085,1.0,1.0,0.2420788258314132,0.0,2.0
11,A formal blazer outfit,style,4,img_0966,data\raw\img_0966.jpg,0.8838422552627676,0.3059951663017273,0.2777676582336426,1.0,1.0,0.2443668842315673,0.0,2.0
