query_id,query,category,rank,image_id,image_path,final_score,global_score,region_score,coverage_score,all_clauses_matched,style_score,context_score,relevance
1,A person in a bright yellow raincoat,garment,1,img_0554,data\raw\img_0554.jpg,0.9591688343456812,0.3317537307739258,0.2102560847997665,1.0,1.0,0.0,0.0,1.0
1,A person in a bright yellow raincoat,garment,2,img_0238,data\raw\img_0238.jpg,0.9544962772301264,0.3666737079620361,0.1848150044679641,1.0,1.0,0.0,0.0,2.0
1,A person in a bright yellow raincoat,garment,3,img_0821,data\raw\img_0821.jpg,0.777492059128625,0.257206916809082,0.1574151962995529,1.0,1.0,0.0,0.0,1.0
1,A person in a bright yellow raincoat,garment,4,img_0884,data\raw\img_0884.jpg,0.7373857029846735,0.2457374036312103,0.1424899101257324,1.0,1.0,0.0,0.0,1.0
1,A person in a bright yellow raincoat,garment,5,img_0133,data\raw\img_0133.jpg,0.6852085271051951,0.259198784828186,0.1045174151659011,1.0,1.0,0.0,0.0,0.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,1,img_0104,data\raw\img_0104.jpg,0.937986235408222,0.3180685043334961,0.1803773194551468,1.0,1.0,0.0,0.1075405925512313,2.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,2,img_0284,data\raw\img_0284.jpg,0.8430667028707617,0.2512423694133758,0.1583356708288192,1.0,1.0,0.0,0.1338945850729942,1.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,3,img_0639,data\raw\img_0639.jpg,0.8407943055910223,0.2687958180904388,0.1617348790168762,1.0,1.0,0.0,0.0906464010477066,0.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,4,img_0253,data\raw\img_0253.jpg,0.8353727565092199,0.269479364156723,0.1366771161556244,1.0,1.0,0.0,0.1433422565460205,1.0
2,Someone wearing a blue shirt sitting on a park bench,compositional,5,img_0115,data\raw\img_0115.jpg,0.8134528652710074,0.2176271229982376,0.1884447038173675,1.0,1.0,0.0,0.0728407427668571,0.0
3,Casual weekend outfit for a city walk,style_context,1,img_0376,data\raw\img_0376.jpg,0.8806567639112473,0.3408302068710327,0.0,0.0,0.0,0.2502225637435913,0.156906746327877,2.0
3,Casual weekend outfit for a city walk,style_context,2,img_0689,data\raw\img_0689.jpg,0.7822250127792358,0.3189388513565063,0.0,0.0,0.0,0.2752482295036316,0.1085037887096405,1.0
3,Casual weekend outfit for a city walk,style_context,3,img_0994,data\raw\img_0994.jpg,0.773388996720314,0.3243067264556885,0.0,0.0,0.0,0.236825481057167,0.1531713977456092,2.0
3,Casual weekend outfit for a city walk,style_context,4,img_0241,data\raw\img_0241.jpg,0.7721930593252182,0.3229836821556091,0.0,0.0,0.0,0.2693014740943908,0.1019205302000045,1.0
3,Casual weekend outfit for a city walk,style_context,5,img_0031,data\raw\img_0031.jpg,0.7397930175065994,0.3016260266304016,0.0,0.0,0.0,0.2359538376331329,0.1903717443346977,2.0
4,Professional business attire inside a modern office,style_context,1,img_0095,data\raw\img_0095.jpg,0.9048879444599152,0.2868594527244568,0.0,0.0,0.0,0.2383938282728195,0.0275757312774658,1.0
4,Professional business attire inside a modern office,style_context,2,img_0187,data\raw\img_0187.jpg,0.9039246290922164,0.295706033706665,0.0,0.0,0.0,0.2205339223146438,0.0300064608454704,1.0
4,Professional business attire inside a modern office,style_context,3,img_0088,data\raw\img_0088.jpg,0.8648286163806915,0.2644600570201874,0.0,0.0,0.0,0.2342797219753265,0.0578499436378479,0.0
4,Professional business attire inside a modern office,style_context,4,img_0966,data\raw\img_0966.jpg,0.7784444838762283,0.2596680521965027,0.0,0.0,0.0,0.2270473539829254,0.0322310701012611,1.0
4,Professional business attire inside a modern office,style_context,5,img_0394,data\raw\img_0394.jpg,0.7594895213842392,0.2693313956260681,0.0,0.0,0.0,0.2143939137458801,0.0177178159356117,1.0
5,A red tie and a white shirt in a formal setting,compositional,1,img_0679,data\raw\img_0679.jpg,0.7471795858521211,0.2650706171989441,0.0496221825480461,0.5,0.0,0.2477963864803314,0.0,1.0
5,A red tie and a white shirt in a formal setting,compositional,2,img_0446,data\raw\img_0446.jpg,0.7245570154566514,0.2393486350774765,0.062624180316925,0.5,0.0,0.2291385978460312,0.0,1.0
5,A red tie and a white shirt in a formal setting,compositional,3,img_0968,data\raw\img_0968.jpg,0.7084723220844018,0.2387134134769439,0.0567456185817718,0.5,0.0,0.2308831810951233,0.0,1.0
5,A red tie and a white shirt in a formal setting,compositional,4,img_0947,data\raw\img_0947.jpg,0.7046280907172906,0.2713391780853271,0.0427589446306228,0.5,0.0,0.2295412719249725,0.0,1.0
5,A red tie and a white shirt in a formal setting,compositional,5,img_0543,data\raw\img_0543.jpg,0.6973146529574143,0.2532727718353271,0.0425091594457626,0.5,0.0,0.239702045917511,0.0,0.0
6,A person wearing a black dress,garment,1,img_0834,data\raw\img_0834.jpg,0.9940524228981562,0.3496946096420288,0.2269863486289978,1.0,1.0,0.0,0.0,2.0
6,A person wearing a black dress,garment,2,img_0469,data\raw\img_0469.jpg,0.9546620377472468,0.3517330288887024,0.2012286186218261,1.0,1.0,0.0,0.0,2.0
6,A person wearing a black dress,garment,3,img_0729,data\raw\img_0729.jpg,0.953128559248788,0.3430260419845581,0.2085789144039154,1.0,1.0,0.0,0.0,2.0
6,A person wearing a black dress,garment,4,img_0249,data\raw\img_0249.jpg,0.9388818272522516,0.3432416021823883,0.1997588127851486,1.0,1.0,0.0,0.0,2.0
6,A person wearing a black dress,garment,5,img_0487,data\raw\img_0487.jpg,0.9317559131554194,0.3422690331935882,0.19637431204319,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,1,img_0446,data\raw\img_0446.jpg,0.9889849254063195,0.2959338426589966,0.2087472677230835,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,2,img_0009,data\raw\img_0009.jpg,0.965854001896722,0.2952546775341034,0.195979505777359,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,3,img_0477,data\raw\img_0477.jpg,0.9050240346363612,0.2954355776309967,0.1602191030979156,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,4,img_0968,data\raw\img_0968.jpg,0.8929502495697565,0.2630153894424438,0.1891520917415619,1.0,1.0,0.0,0.0,2.0
7,Someone wearing a white shirt,garment,5,img_0890,data\raw\img_0890.jpg,0.8929475673607417,0.3017341196537018,0.1461672186851501,1.0,1.0,0.0,0.0,2.0
8,A person in a blue jacket,garment,1,img_0579,data\raw\img_0579.jpg,0.9712199994495936,0.3156894445419311,0.1887086927890777,1.0,1.0,0.0,0.0,2.0
8,A person in a blue jacket,garment,2,img_0115,data\raw\img_0115.jpg,0.9040585884026118,0.286647617816925,0.1868387907743454,1.0,1.0,0.0,0.0,2.0
8,A person in a blue jacket,garment,3,img_0725,data\raw\img_0725.jpg,0.8999234863689967,0.2937512099742889,0.1782419979572296,1.0,1.0,0.0,0.0,2.0
8,A person in a blue jacket,garment,4,img_0381,data\raw\img_0381.jpg,0.8816192873886652,0.2842247188091278,0.1792694926261901,1.0,1.0,0.0,0.0,2.0
8,A person in a blue jacket,garment,5,img_0572,data\raw\img_0572.jpg,0.8729590305260249,0.2952992618083954,0.1648923307657241,1.0,1.0,0.0,0.0,1.0
9,Casual outfit in an urban street,style_context,1,img_0342,data\raw\img_0342.jpg,0.9166934043169022,0.3326569497585296,0.0,0.0,0.0,0.2600334286689758,0.1603106632828712,2.0
9,Casual outfit in an urban street,style_context,2,img_0223,data\raw\img_0223.jpg,0.8085875809192657,0.3115648031234741,0.0,0.0,0.0,0.264570027589798,0.156322032213211,2.0
9,Casual outfit in an urban street,style_context,3,img_0821,data\raw\img_0821.jpg,0.7847700119018555,0.3213249742984772,0.0,0.0,0.0,0.2307280898094177,0.1821828261017799,2.0
9,Casual outfit in an urban street,style_context,4,img_0994,data\raw\img_0994.jpg,0.7844533622264862,0.3212878406047821,0.0,0.0,0.0,0.2337668240070343,0.1759875789284706,2.0
9,Casual outfit in an urban street,style_context,5,img_0103,data\raw\img_0103.jpg,0.7751234322786331,0.3154079020023346,0.0,0.0,0.0,0.2517867088317871,0.1523371711373329,1.0
10,Someone sitting in a green park,context,1,img_0064,data\raw\img_0064.jpg,1.0,0.3562586903572082,0.0,0.0,0.0,0.0,0.1838309094309806,2.0
10,Someone sitting in a green park,context,2,img_0424,data\raw\img_0424.jpg,0.725742369890213,0.2900550365447998,0.0,0.0,0.0,0.0,0.1580474004149437,2.0
10,Someone sitting in a green park,context,3,img_0835,data\raw\img_0835.jpg,0.7211903035640717,0.2842338681221008,0.0,0.0,0.0,0.0,0.1653176248073578,2.0
10,Someone sitting in a green park,context,4,img_0253,data\raw\img_0253.jpg,0.6834972202777863,0.2864417731761932,0.0,0.0,0.0,0.0,0.1433422565460205,2.0
10,Someone sitting in a green park,context,5,img_0105,data\raw\img_0105.jpg,0.6682323813438416,0.2826274037361145,0.0,0.0,0.0,0.0,0.142118364572525,2.0
11,A formal blazer outfit,style,1,img_0095,data\raw\img_0095.jpg,0.970569695619976,0.3296689987182617,0.2933259010314941,1.0,1.0,0.2518946528434753,0.0,2.0
11,A formal blazer outfit,style,2,img_0152,data\raw\img_0152.jpg,0.9206891612094992,0.3114218711853027,0.2904765605926513,1.0,1.0,0.2487381100654602,0.0,2.0
11,A formal blazer outfit,style,3,img_0187,data\raw\img_0187.jpg,0.911130379228031,0.3063262701034546,0.3055795431137085,1.0,1.0,0.2420788258314132,0.0,2.0
11,A formal blazer outfit,style,4,img_0966,data\raw\img_0966.jpg,0.8838422552627676,0.3059951663017273,0.2777676582336426,1.0,1.0,0.2443668842315673,0.0,2.0
11,A formal blazer outfit,style,5,img_0731,data\raw\img_0731.jpg,0.8787484870237463,0.2923611998558044,0.2763339579105377,1.0,1.0,0.2549633085727691,0.0,2.0
12,A person wearing a yellow coat,garment,1,img_0238,data\raw\img_0238.jpg,1.0000000127724238,0.356677770614624,0.2026812136173248,1.0,1.0,0.0,0.0,2.0
12,A person wearing a yellow coat,garment,2,img_0884,data\raw\img_0884.jpg,0.892939520733697,0.3065561950206756,0.1784807294607162,1.0,1.0,0.0,0.0,2.0
12,A person wearing a yellow coat,garment,3,img_0928,data\raw\img_0928.jpg,0.8087236412933894,0.2699273228645324,0.1579013764858245,1.0,1.0,0.0,0.0,1.0
12,A person wearing a yellow coat,garment,4,img_0946,data\raw\img_0946.jpg,0.6873664536646433,0.2508067488670349,0.1096830666065216,1.0,1.0,0.0,0.0,0.0
12,A person wearing a yellow coat,garment,5,img_0927,data\raw\img_0927.jpg,0.6847014405897685,0.2738854885101318,0.0956660807132721,1.0,1.0,0.0,0.0,0.0
13,A person wearing a red shirt,garment,1,img_0286,data\raw\img_0286.jpg,0.9535782762936182,0.2933312058448791,0.2356736660003662,1.0,1.0,0.0,0.0,2.0
13,A person wearing a red shirt,garment,2,img_0285,data\raw\img_0285.jpg,0.8964402207306452,0.3014049530029297,0.1974439918994903,1.0,1.0,0.0,0.0,2.0
13,A person wearing a red shirt,garment,3,img_0025,data\raw\img_0025.jpg,0.8807206579617091,0.3018910586833954,0.1883897483348846,1.0,1.0,0.0,0.0,1.0
13,A person wearing a red shirt,garment,4,img_0912,data\raw\img_0912.jpg,0.8669292160442896,0.2754325866699219,0.2031200528144836,1.0,1.0,0.0,0.0,2.0
13,A person wearing a red shirt,garment,5,img_0655,data\raw\img_0655.jpg,0.8571432956627436,0.282997727394104,0.1913585215806961,1.0,1.0,0.0,0.0,1.0
14,A blue shirt with black pants,compositional,1,img_0197,data\raw\img_0197.jpg,0.9479846954345704,0.2918450534343719,0.1586355805397033,1.0,1.0,0.0,0.0,2.0
14,A blue shirt with black pants,compositional,2,img_0572,data\raw\img_0572.jpg,0.920835018157959,0.328836977481842,0.1251465618610382,1.0,1.0,0.0,0.0,2.0
14,A blue shirt with black pants,compositional,3,img_0679,data\raw\img_0679.jpg,0.9180457293987274,0.2929354608058929,0.1453219443559646,1.0,1.0,0.0,0.0,1.0
14,A blue shirt with black pants,compositional,4,img_0010,data\raw\img_0010.jpg,0.8957396149635315,0.2875506579875946,0.1390888839960098,1.0,1.0,0.0,0.0,1.0
14,A blue shirt with black pants,compositional,5,img_0241,data\raw\img_0241.jpg,0.8461713790893555,0.2854695916175842,0.1193580016493797,1.0,1.0,0.0,0.0,1.0
15,A white shirt with a tie,compositional,1,img_0679,data\raw\img_0679.jpg,0.6771705746650696,0.2296603173017501,0.1074857592582702,0.5,0.0,0.0,0.0,1.0
15,A white shirt with a tie,compositional,2,img_0446,data\raw\img_0446.jpg,0.6487575769424438,0.3103747367858886,0.0626241892576217,0.5,0.0,0.0,0.0,1.0
15,A white shirt with a tie,compositional,3,img_0968,data\raw\img_0968.jpg,0.6200440227985382,0.3015711605548858,0.0567456275224685,0.5,0.0,0.0,0.0,2.0
15,A white shirt with a tie,compositional,4,img_0009,data\raw\img_0009.jpg,0.5822107344865799,0.2675399780273437,0.0587938517332077,0.5,0.0,0.0,0.0,1.0
15,A white shirt with a tie,compositional,5,img_0947,data\raw\img_0947.jpg,0.5377938002347946,0.2698199152946472,0.0427589446306228,0.5,0.0,0.0,0.0,1.0
